Sepal_Length,Sepal_Width,Petal_Length,Petal_Width,Species
80,4099199591,13,NONE,JUNGLE
81,4099156114,13,NONE,JUNGLE
82,4099181483,13,DUO_SUPPORT,NONE
83,4099075074,13,NONE,JUNGLE
84,4098978559,13,NONE,JUNGLE
85,4098198025,13,NONE,JUNGLE
86,4098147368,13,DUO_CARRY,BOTTOM
87,4098035071,13,NONE,JUNGLE
88,4097928421,13,NONE,JUNGLE
89,4097901995,13,NONE,JUNGLE
90,4097796969,13,NONE,JUNGLE
91,4097736377,13,NONE,JUNGLE
92,4097711398,13,DUO_SUPPORT,NONE
93,4097624924,13,NONE,JUNGLE
94,4097557688,13,NONE,JUNGLE
95,4097214630,13,NONE,JUNGLE
96,4097163560,13,DUO_SUPPORT,NONE
97,4097140383,13,NONE,JUNGLE
98,4097063013,13,NONE,JUNGLE
99,4096976554,13,SOLO,TOP
0,4210430967,13,DUO_CARRY,BOTTOM
1,4210355872,13,DUO_CARRY,BOTTOM
2,4210219967,13,DUO_CARRY,BOTTOM
3,4210224176,13,DUO_CARRY,BOTTOM
4,4210171723,13,NONE,JUNGLE
5,4210034730,13,DUO,MID
6,4209470787,13,NONE,JUNGLE
7,4209367067,13,DUO_CARRY,BOTTOM
8,4209382710,13,DUO_SUPPORT,NONE
9,4209308693,13,SOLO,TOP
10,4209078864,13,DUO_CARRY,BOTTOM
11,4208868998,13,DUO_CARRY,BOTTOM
12,4208719266,13,NONE,JUNGLE
13,4208684947,13,DUO,MID
14,4208572805,13,DUO_SUPPORT,NONE
15,4208493954,13,DUO_SUPPORT,NONE
16,4208373757,13,DUO_CARRY,BOTTOM
17,4208257762,13,DUO_CARRY,BOTTOM
18,4208036316,13,DUO_CARRY,BOTTOM
19,4206834671,13,DUO_CARRY,BOTTOM
20,4183000193,13,NONE,JUNGLE
21,4182464049,13,DUO_CARRY,BOTTOM
22,4182304805,13,DUO_CARRY,BOTTOM
23,4182256309,13,DUO_SUPPORT,NONE
24,4181293211,13,DUO_CARRY,BOTTOM
25,4181163281,13,SOLO,TOP
26,4180547627,13,DUO_CARRY,BOTTOM
27,4180463082,13,DUO_SUPPORT,NONE
28,4180362927,13,NONE,JUNGLE
29,4180266541,13,SOLO,BOTTOM
30,4179291723,13,DUO,TOP
31,4179146303,13,DUO,MID
32,4179127451,13,DUO_CARRY,BOTTOM
33,4179049594,13,DUO_CARRY,BOTTOM
34,4178924181,13,DUO_CARRY,BOTTOM
35,4178871656,13,SOLO,BOTTOM
36,4178365271,13,DUO_SUPPORT,NONE
37,4177946095,13,DUO,NONE
38,4177859952,13,DUO_SUPPORT,NONE
39,4176733027,13,DUO_CARRY,BOTTOM
40,4176511287,13,DUO_SUPPORT,NONE
41,4176388192,13,NONE,JUNGLE
42,4176153685,13,DUO_CARRY,BOTTOM
43,4176041151,13,DUO_CARRY,BOTTOM
44,4175767605,13,DUO_CARRY,BOTTOM
45,4175791980,13,DUO_SUPPORT,NONE
46,4175705238,13,DUO_SUPPORT,NONE
47,4175621228,13,DUO_CARRY,BOTTOM
48,4175209185,13,DUO_CARRY,BOTTOM
49,4175163157,13,DUO_SUPPORT,NONE
50,4165425616,13,DUO_CARRY,BOTTOM
51,4164884070,13,DUO_CARRY,BOTTOM
52,4164774671,13,DUO_CARRY,BOTTOM
53,4164687338,13,DUO_CARRY,BOTTOM
54,4164658223,13,DUO_CARRY,BOTTOM
55,4164339196,13,SOLO,TOP
56,4162812709,13,DUO_CARRY,BOTTOM
57,4162715943,13,NONE,JUNGLE
58,4162647486,13,DUO_SUPPORT,NONE
59,4162552658,13,DUO_CARRY,BOTTOM
60,4162486395,13,DUO_CARRY,BOTTOM
61,4162470800,13,DUO_CARRY,BOTTOM
62,4162432971,13,DUO,NONE
63,4162346232,13,DUO_SUPPORT,NONE
64,4162295939,13,DUO_SUPPORT,NONE
65,4162241114,13,DUO,NONE
66,4161410118,13,DUO,MID
67,4161161055,13,DUO_CARRY,BOTTOM
68,4161042657,13,DUO_CARRY,BOTTOM
69,4160922651,13,DUO_CARRY,BOTTOM
70,4160789272,13,SOLO,TOP
71,4160735674,13,DUO_SUPPORT,NONE
72,4160675538,13,DUO_CARRY,BOTTOM
73,4160643362,13,SOLO,TOP
74,4160545739,13,DUO_SUPPORT,NONE
75,4160308287,13,DUO_CARRY,BOTTOM
76,4160145625,13,SOLO,BOTTOM
77,4159978505,13,DUO_SUPPORT,NONE
78,4159903681,13,DUO_CARRY,BOTTOM
79,4158900540,13,DUO_SUPPORT,BOTTOM
80,4158796181,13,DUO_CARRY,BOTTOM
81,4158606497,13,SOLO,BOTTOM
82,4158477427,13,DUO_SUPPORT,NONE
83,4158327613,13,DUO_CARRY,BOTTOM
84,4158148690,13,DUO_CARRY,BOTTOM
85,4158088201,13,DUO_CARRY,BOTTOM
86,4158091308,13,DUO_CARRY,BOTTOM
87,4157963281,13,DUO_CARRY,BOTTOM
88,4157935379,13,DUO,NONE
89,4157940195,13,DUO_CARRY,BOTTOM
90,4154159992,13,DUO_SUPPORT,BOTTOM
91,4154068621,13,DUO_SUPPORT,NONE
92,4153977136,13,DUO_CARRY,BOTTOM
93,4153916582,13,DUO_CARRY,BOTTOM
94,4153776436,13,DUO,TOP
95,4153741356,13,NONE,JUNGLE
96,4153563088,13,DUO_CARRY,BOTTOM
97,4153453300,13,DUO,TOP
98,4153178368,13,DUO_CARRY,BOTTOM
99,4153190131,13,DUO_CARRY,BOTTOM
0,4117921379,13,SOLO,MID
1,4117831297,13,NONE,JUNGLE
2,4117487153,13,SOLO,MID
3,4117430672,13,SOLO,MID
4,4117323858,13,DUO_CARRY,MID
5,4117236250,13,NONE,JUNGLE
6,4117153730,13,DUO_SUPPORT,NONE
7,4117077611,13,NONE,JUNGLE
8,4117071501,13,NONE,JUNGLE
9,4116991168,13,NONE,JUNGLE
10,4116986664,13,NONE,JUNGLE
11,4116916679,13,NONE,JUNGLE
12,4116962167,13,NONE,JUNGLE
13,4116951739,13,NONE,JUNGLE
14,4113636285,13,NONE,JUNGLE
15,4113574579,13,NONE,JUNGLE
16,4112791448,13,NONE,JUNGLE
17,4112567540,13,DUO_SUPPORT,NONE
18,4112554206,13,NONE,JUNGLE
19,4109961961,13,DUO_SUPPORT,NONE
20,4104045532,13,NONE,JUNGLE
21,4103091783,13,NONE,JUNGLE
22,4103023550,13,DUO_SUPPORT,NONE
23,4102906293,13,DUO_SUPPORT,BOTTOM
24,4097227798,13,NONE,JUNGLE
25,4097235433,13,DUO_SUPPORT,MID
26,4093763712,13,NONE,JUNGLE
27,4093656158,13,DUO_SUPPORT,NONE
28,4093607477,13,DUO_SUPPORT,NONE
29,4092159501,13,SOLO,MID
30,4092119041,13,DUO_SUPPORT,NONE
31,4092141715,13,NONE,JUNGLE
32,4092028058,13,NONE,JUNGLE
33,4092022319,13,NONE,JUNGLE
34,4091943954,13,NONE,JUNGLE
35,4091849670,13,DUO_SUPPORT,NONE
36,4088595865,13,NONE,JUNGLE
37,4088570065,13,DUO_SUPPORT,BOTTOM
38,4087602873,13,NONE,JUNGLE
39,4073330827,13,NONE,JUNGLE
40,4073238652,13,DUO_SUPPORT,NONE
41,4071382152,13,NONE,JUNGLE
42,4071340429,13,NONE,JUNGLE
43,4071256301,13,NONE,JUNGLE
44,4071247388,13,NONE,JUNGLE
45,4069947160,13,DUO_SUPPORT,NONE
46,4060222418,13,NONE,JUNGLE
47,4060149881,13,NONE,JUNGLE
48,4060175307,13,DUO_SUPPORT,NONE
49,4060099899,13,DUO,MID
50,4060064804,13,DUO_SUPPORT,BOTTOM
51,4057929978,13,NONE,JUNGLE
52,4057884782,13,DUO_SUPPORT,NONE
53,4057797618,13,DUO,MID
54,4056304949,13,DUO_SUPPORT,NONE
55,4056271033,13,NONE,JUNGLE
56,4056252858,13,NONE,JUNGLE
57,4056188892,13,NONE,JUNGLE
58,4050810617,13,NONE,JUNGLE
59,4050421330,13,SOLO,MID
60,4050308740,13,DUO_SUPPORT,BOTTOM
61,4050324642,13,DUO_SUPPORT,NONE
62,4050245131,13,DUO_SUPPORT,NONE
63,4050109346,13,NONE,JUNGLE
64,4050114494,13,NONE,JUNGLE
65,4049946465,13,NONE,JUNGLE
66,4049863562,13,NONE,JUNGLE
67,4049795785,13,DUO_SUPPORT,NONE
68,4049673245,13,NONE,JUNGLE
69,4049583213,13,DUO_SUPPORT,BOTTOM
70,4049525433,13,DUO_SUPPORT,NONE
71,4049461171,13,NONE,JUNGLE
72,4048744283,13,NONE,JUNGLE
73,4048461602,13,NONE,JUNGLE
74,4048379175,13,NONE,JUNGLE
75,4048347541,13,NONE,JUNGLE
76,4048363132,13,NONE,JUNGLE
77,4048321375,13,NONE,JUNGLE
78,4048266512,13,NONE,JUNGLE
79,4047101771,13,NONE,JUNGLE
80,4046865011,13,NONE,JUNGLE
81,4045326543,13,NONE,JUNGLE
82,4045021490,13,DUO_CARRY,BOTTOM
83,4044905034,13,NONE,JUNGLE
84,4044873120,13,DUO_SUPPORT,NONE
85,4044671634,13,NONE,JUNGLE
86,4044553303,13,DUO_SUPPORT,NONE
87,4042486894,13,DUO_SUPPORT,NONE
88,4042439715,13,NONE,JUNGLE
89,4039174549,13,DUO_SUPPORT,NONE
90,4037381113,13,NONE,JUNGLE
91,4036267576,13,NONE,JUNGLE
92,4036261149,13,NONE,JUNGLE
93,4036220335,13,NONE,JUNGLE
94,4035939070,13,NONE,JUNGLE
95,4035919042,13,NONE,JUNGLE
96,4035721631,13,DUO_SUPPORT,NONE
97,4035678986,13,NONE,JUNGLE
98,4035667080,13,DUO_SUPPORT,NONE
99,4035644285,13,NONE,JUNGLE
0,4184436123,13,DUO,NONE
1,4184433046,13,DUO,NONE
2,4184274887,13,DUO_CARRY,BOTTOM
3,4183988947,13,DUO,TOP
4,4183966948,13,DUO,TOP
5,4183975060,13,DUO_SUPPORT,NONE
6,4183993491,13,DUO_SUPPORT,TOP
7,4183878364,13,DUO_SUPPORT,NONE
8,4182011572,13,DUO_SUPPORT,NONE
9,4181937735,13,SOLO,MID
10,4181825289,13,DUO_CARRY,BOTTOM
11,4181872227,13,DUO_CARRY,BOTTOM
12,4181744747,13,SOLO,MID
13,4181723858,13,NONE,JUNGLE
14,4181721720,13,SOLO,MID
15,4180569463,13,DUO_CARRY,BOTTOM
16,4179476473,13,DUO,NONE
17,4179525551,13,DUO,NONE
18,4179462782,13,DUO_CARRY,BOTTOM
19,4179461458,13,DUO_CARRY,BOTTOM
20,4179389569,13,SOLO,MID
21,4179417020,13,DUO_CARRY,BOTTOM
22,4179444752,13,DUO,NONE
23,4179383064,13,DUO,NONE
24,4179379958,13,DUO,MID
25,4179307390,13,DUO,TOP
26,4179313310,13,DUO,NONE
27,4178967970,13,DUO_CARRY,BOTTOM
28,4178859499,13,DUO_CARRY,BOTTOM
29,4178362767,13,SOLO,TOP
30,4178370262,13,DUO,NONE
31,4177059426,13,DUO_CARRY,BOTTOM
32,4177015681,13,DUO_CARRY,BOTTOM
33,4177061158,13,SOLO,TOP
34,4176889368,13,NONE,JUNGLE
35,4176952528,13,DUO,MID
36,4176748127,13,DUO_SUPPORT,NONE
37,4176793368,13,DUO_SUPPORT,NONE
38,4176374572,13,DUO_CARRY,BOTTOM
39,4176242240,13,DUO_SUPPORT,NONE
40,4176181578,13,DUO_CARRY,BOTTOM
41,4174780644,13,DUO_CARRY,BOTTOM
42,4174292829,13,DUO_CARRY,MID
43,4174176514,13,DUO_SUPPORT,NONE
44,4173822061,13,DUO_CARRY,BOTTOM
45,4173618298,13,DUO_CARRY,BOTTOM
46,4173415840,13,NONE,JUNGLE
47,4172602963,13,DUO,BOTTOM
48,4172611853,13,DUO,MID
49,4172591385,13,DUO_SUPPORT,MID
50,4172529652,13,DUO,TOP
51,4172509222,13,DUO_SUPPORT,TOP
52,4172478767,13,DUO_SUPPORT,MID
53,4172526200,13,DUO,MID
54,4172465344,13,DUO_CARRY,MID
55,4172513051,13,DUO,NONE
56,4172471765,13,DUO,NONE
57,4172419801,13,DUO_SUPPORT,NONE
58,4172407688,13,DUO_SUPPORT,MID
59,4172454346,13,DUO_SUPPORT,NONE
60,4172440114,13,DUO,TOP
61,4172347495,13,DUO,NONE
62,4172315210,13,DUO,NONE
63,4172320991,13,DUO,NONE
64,4172274707,13,DUO,MID
65,4172213700,13,DUO,NONE
66,4172137069,13,DUO_SUPPORT,TOP
67,4172092264,13,DUO,NONE
68,4170034089,13,DUO_CARRY,MID
69,4170050493,13,DUO,NONE
70,4169957205,13,DUO,MID
71,4170011907,13,DUO_SUPPORT,NONE
72,4169879215,13,SOLO,MID
73,4169874726,13,DUO_SUPPORT,NONE
74,4169817953,13,DUO,MID
75,4169832280,13,DUO,NONE
76,4165913524,13,DUO_CARRY,BOTTOM
77,4165891183,13,DUO_SUPPORT,BOTTOM
78,4165769700,13,DUO_SUPPORT,NONE
79,4165768542,13,DUO,NONE
80,4165759357,13,DUO,MID
81,4165748729,13,DUO_SUPPORT,NONE
82,4165620122,13,DUO_CARRY,BOTTOM
83,4165547202,13,DUO,NONE
84,4165487156,13,DUO_SUPPORT,MID
85,4165513095,13,DUO_SUPPORT,NONE
86,4165387826,13,DUO,TOP
87,4165391739,13,DUO_SUPPORT,NONE
88,4165325961,13,DUO,NONE
89,4165290695,13,DUO_SUPPORT,NONE
90,4164889666,13,DUO_CARRY,BOTTOM
91,4164875461,13,DUO,NONE
92,4163411945,13,DUO_CARRY,BOTTOM
93,4162688256,13,DUO,MID
94,4162644497,13,DUO_CARRY,MID
95,4162640855,13,DUO,NONE
96,4162567240,13,DUO_SUPPORT,NONE
97,4161606248,13,SOLO,TOP
98,4161567482,13,DUO,NONE
99,4161566669,13,DUO,NONE
0,4207131423,13,NONE,JUNGLE
1,4207055169,13,NONE,JUNGLE
2,4206994685,13,DUO,NONE
3,4206939677,13,DUO_SUPPORT,NONE
4,4206862741,13,SOLO,TOP
5,4206784220,13,NONE,JUNGLE
6,4206731930,13,NONE,JUNGLE
7,4206612467,13,NONE,JUNGLE
8,4206398612,13,NONE,JUNGLE
9,4206187994,13,NONE,JUNGLE
10,4206018604,13,NONE,JUNGLE
11,4205860092,13,NONE,JUNGLE
12,4205783083,13,NONE,JUNGLE
13,4205707391,13,DUO_SUPPORT,NONE
14,4204878934,13,NONE,JUNGLE
15,4204836147,13,NONE,JUNGLE
16,4204823109,13,DUO_SUPPORT,NONE
17,4204564891,13,NONE,JUNGLE
18,4204498829,13,NONE,JUNGLE
19,4204530620,13,NONE,JUNGLE
20,4204450826,13,NONE,JUNGLE
21,4204331678,13,NONE,JUNGLE
22,4204223087,13,DUO_SUPPORT,NONE
23,4204099962,13,NONE,JUNGLE
24,4203996992,13,DUO_SUPPORT,BOTTOM
25,4203909055,13,DUO_SUPPORT,NONE
26,4203896981,13,NONE,JUNGLE
27,4203664679,13,DUO_SUPPORT,BOTTOM
28,4202522862,13,DUO_CARRY,BOTTOM
29,4202467739,13,NONE,JUNGLE
30,4202255987,13,DUO,NONE
31,4202209764,13,DUO_SUPPORT,NONE
32,4202089974,13,NONE,JUNGLE
33,4201899303,13,NONE,JUNGLE
34,4201657838,13,NONE,JUNGLE
35,4201589053,13,NONE,JUNGLE
36,4201508406,13,NONE,JUNGLE
37,4201456658,13,DUO_SUPPORT,NONE
38,4201309363,13,NONE,JUNGLE
39,4201167328,13,NONE,JUNGLE
40,4201118419,13,NONE,JUNGLE
41,4201045572,13,NONE,JUNGLE
42,4199987602,13,NONE,JUNGLE
43,4199995551,13,DUO_SUPPORT,NONE
44,4199756253,13,NONE,JUNGLE
45,4199698218,13,NONE,JUNGLE
46,4199711574,13,DUO_SUPPORT,NONE
47,4199540004,13,NONE,JUNGLE
48,4199470002,13,NONE,JUNGLE
49,4199244210,13,NONE,JUNGLE
50,4199151247,13,NONE,JUNGLE
51,4198862258,13,DUO_SUPPORT,NONE
52,4198675691,13,NONE,JUNGLE
53,4198579308,13,NONE,JUNGLE
54,4198555218,13,DUO_SUPPORT,NONE
55,4198477763,13,NONE,JUNGLE
56,4198407699,13,SOLO,MID
57,4197343351,13,NONE,JUNGLE
58,4197229411,13,DUO_SUPPORT,NONE
59,4197253347,13,DUO_SUPPORT,NONE
60,4197098723,13,NONE,JUNGLE
61,4197018542,13,DUO_SUPPORT,NONE
62,4196870599,13,NONE,JUNGLE
63,4196724333,13,NONE,JUNGLE
64,4196696043,13,NONE,JUNGLE
65,4196625874,13,DUO_SUPPORT,NONE
66,4196519109,13,DUO_SUPPORT,NONE
67,4196521311,13,NONE,JUNGLE
68,4196475931,13,DUO_SUPPORT,NONE
69,4196219657,13,NONE,JUNGLE
70,4195571236,13,NONE,JUNGLE
71,4195489506,13,NONE,JUNGLE
72,4195194228,13,DUO_SUPPORT,TOP
73,4195130310,13,NONE,JUNGLE
74,4195011416,13,NONE,JUNGLE
75,4194619292,13,DUO_SUPPORT,BOTTOM
76,4194508164,13,NONE,JUNGLE
77,4194398984,13,NONE,JUNGLE
78,4194359903,13,DUO_SUPPORT,BOTTOM
79,4194324709,13,DUO_SUPPORT,NONE
80,4194266009,13,NONE,JUNGLE
81,4194221795,13,DUO_SUPPORT,NONE
82,4194186242,13,DUO_SUPPORT,NONE
83,4194123873,13,DUO,NONE
84,4194072179,13,DUO_SUPPORT,NONE
85,4192712724,13,NONE,JUNGLE
86,4192604860,13,DUO,NONE
87,4192393398,13,SOLO,BOTTOM
88,4192192371,13,NONE,JUNGLE
89,4192066629,13,NONE,JUNGLE
90,4191938347,13,NONE,JUNGLE
91,4191950060,13,NONE,JUNGLE
92,4191846285,13,DUO_SUPPORT,NONE
93,4191808906,13,NONE,JUNGLE
94,4191773665,13,NONE,JUNGLE
95,4191727316,13,NONE,JUNGLE
96,4191669367,13,SOLO,TOP
97,4191600364,13,NONE,JUNGLE
98,4190517823,13,DUO_SUPPORT,NONE
99,4190489470,13,NONE,JUNGLE
0,4200195634,13,NONE,JUNGLE
1,4198439290,13,NONE,JUNGLE
2,4198453477,13,DUO_SUPPORT,NONE
3,4198373219,13,NONE,JUNGLE
4,4198279062,13,DUO_SUPPORT,NONE
5,4198292176,13,DUO_SUPPORT,NONE
6,4198216180,13,NONE,JUNGLE
7,4198171774,13,DUO,MID
8,4198086937,13,NONE,JUNGLE
9,4198083335,13,NONE,JUNGLE
10,4198055462,13,SOLO,MID
11,4197982826,13,NONE,JUNGLE
12,4197949558,13,NONE,JUNGLE
13,4197966393,13,NONE,JUNGLE
14,4197934963,13,NONE,JUNGLE
15,4197943438,13,NONE,JUNGLE
16,4197952050,13,NONE,JUNGLE
17,4197930878,13,NONE,JUNGLE
18,4197729383,13,NONE,JUNGLE
19,4197757847,13,DUO_CARRY,MID
20,4197736162,13,NONE,JUNGLE
21,4197792402,13,NONE,JUNGLE
22,4195580635,13,NONE,JUNGLE
23,4195537556,13,NONE,JUNGLE
24,4195535571,13,DUO_SUPPORT,NONE
25,4195521394,13,NONE,JUNGLE
26,4195399467,13,DUO,NONE
27,4195395498,13,DUO,MID
28,4195430322,13,DUO_CARRY,MID
29,4195335354,13,DUO_SUPPORT,NONE
30,4195237804,13,NONE,JUNGLE
31,4195175357,13,DUO,MID
32,4195211745,13,DUO,NONE
33,4195075435,13,DUO_SUPPORT,NONE
34,4195032081,13,SOLO,TOP
35,4194902969,13,SOLO,MID
36,4194700621,13,DUO,TOP
37,4194481815,13,DUO_CARRY,MID
38,4194433254,13,SOLO,MID
39,4194285749,13,DUO,MID
40,4194259340,13,DUO_SUPPORT,NONE
41,4193181150,13,DUO,TOP
42,4193167164,13,DUO_SUPPORT,TOP
43,4193115468,13,NONE,JUNGLE
44,4193036735,13,SOLO,MID
45,4193070185,13,SOLO,MID
46,4193015229,13,SOLO,MID
47,4192926395,13,NONE,JUNGLE
48,4192860190,13,SOLO,MID
49,4192781793,13,SOLO,TOP
50,4192618649,13,SOLO,TOP
51,4192602158,13,DUO_SUPPORT,NONE
52,4192402103,13,NONE,JUNGLE
53,4192172578,13,NONE,JUNGLE
54,4192100233,13,SOLO,MID
55,4191965970,13,NONE,JUNGLE
56,4190987390,13,NONE,JUNGLE
57,4190985986,13,SOLO,MID
58,4191004051,13,DUO_SUPPORT,TOP
59,4190963947,13,SOLO,TOP
60,4190943326,13,DUO,NONE
61,4190961349,13,SOLO,MID
62,4190848679,13,NONE,JUNGLE
63,4190837088,13,DUO_SUPPORT,NONE
64,4190824035,13,NONE,JUNGLE
65,4190830272,13,NONE,JUNGLE
66,4190766333,13,NONE,JUNGLE
67,4190810026,13,NONE,JUNGLE
68,4190676124,13,NONE,JUNGLE
69,4190648360,13,NONE,JUNGLE
70,4190651672,13,NONE,JUNGLE
71,4190555083,13,NONE,JUNGLE
72,4190436796,13,NONE,JUNGLE
73,4190377107,13,NONE,JUNGLE
74,4190259096,13,NONE,JUNGLE
75,4190148591,13,NONE,JUNGLE
76,4190121550,13,NONE,JUNGLE
77,4190066308,13,DUO_SUPPORT,NONE
78,4189988254,13,DUO_SUPPORT,NONE
79,4189983763,13,DUO_SUPPORT,NONE
80,4189792981,13,NONE,JUNGLE
81,4189586143,13,DUO_SUPPORT,NONE
82,4189459401,13,NONE,JUNGLE
83,4188845886,13,NONE,JUNGLE
84,4188793768,13,NONE,JUNGLE
85,4188719346,13,NONE,JUNGLE
86,4188715324,13,DUO_SUPPORT,NONE
87,4188760316,13,DUO_SUPPORT,NONE
88,4188686425,13,DUO_SUPPORT,NONE
89,4188519837,13,NONE,JUNGLE
90,4188530325,13,DUO_SUPPORT,NONE
91,4188372057,13,NONE,JUNGLE
92,4188203541,13,DUO_SUPPORT,NONE
93,4188062491,13,NONE,JUNGLE
94,4187934997,13,DUO_SUPPORT,NONE
95,4187896653,13,DUO_SUPPORT,NONE
96,4187786228,13,NONE,JUNGLE
97,4187708206,13,NONE,JUNGLE
98,4187679064,13,NONE,JUNGLE
99,4187589799,13,NONE,JUNGLE
0,4214356365,13,DUO_SUPPORT,BOTTOM
1,4214341708,13,DUO_SUPPORT,BOTTOM
2,4209437503,13,DUO_SUPPORT,BOTTOM
3,4209425654,13,DUO_SUPPORT,NONE
4,4209411132,13,DUO_SUPPORT,BOTTOM
5,4208838180,13,DUO_SUPPORT,NONE
6,4208769383,13,DUO_SUPPORT,BOTTOM
7,4208687931,13,DUO_SUPPORT,BOTTOM
8,4208578592,13,DUO_SUPPORT,NONE
9,4208581219,13,DUO_SUPPORT,BOTTOM
10,4208465434,13,DUO_SUPPORT,NONE
11,4208399294,13,DUO_SUPPORT,NONE
12,4208392309,13,DUO_SUPPORT,NONE
13,4208162643,13,DUO_SUPPORT,MID
14,4207045820,13,DUO_SUPPORT,BOTTOM
15,4206889501,13,DUO_SUPPORT,BOTTOM
16,4206825595,13,DUO_SUPPORT,NONE
17,4206797434,13,DUO_CARRY,BOTTOM
18,4206742803,13,DUO_SUPPORT,NONE
19,4206649250,13,DUO_CARRY,BOTTOM
20,4206518465,13,DUO_CARRY,BOTTOM
21,4206492194,13,DUO,NONE
22,4206401809,13,DUO_SUPPORT,BOTTOM
23,4205802755,13,DUO,BOTTOM
24,4205734997,13,DUO_CARRY,BOTTOM
25,4205689182,13,DUO_CARRY,BOTTOM
26,4203652741,13,DUO_SUPPORT,BOTTOM
27,4203606044,13,DUO_SUPPORT,NONE
28,4203328925,13,DUO_SUPPORT,BOTTOM
29,4203177829,13,DUO_SUPPORT,BOTTOM
30,4203172384,13,DUO_SUPPORT,NONE
31,4202589399,13,DUO_SUPPORT,BOTTOM
32,4202627418,13,DUO_SUPPORT,NONE
33,4202576899,13,DUO,NONE
34,4202623714,13,DUO_SUPPORT,BOTTOM
35,4202561216,13,DUO_SUPPORT,BOTTOM
36,4201078239,13,DUO_SUPPORT,BOTTOM
37,4201009332,13,DUO,MID
38,4199991648,13,DUO_SUPPORT,BOTTOM
39,4199909049,13,DUO_SUPPORT,NONE
40,4199914166,13,DUO_SUPPORT,MID
41,4199158685,13,DUO_SUPPORT,MID
42,4198540222,13,DUO_SUPPORT,MID
43,4198512327,13,DUO_SUPPORT,BOTTOM
44,4198377108,13,DUO_SUPPORT,BOTTOM
45,4198330578,13,DUO_SUPPORT,NONE
46,4197716268,13,DUO_SUPPORT,BOTTOM
47,4197714163,13,DUO_SUPPORT,MID
48,4197741084,13,DUO_SUPPORT,BOTTOM
49,4197483184,13,DUO_SUPPORT,BOTTOM
50,4197451047,13,DUO_SUPPORT,NONE
51,4127310105,13,DUO_SUPPORT,NONE
52,4127186267,13,DUO_SUPPORT,BOTTOM
53,4126580940,13,DUO_SUPPORT,BOTTOM
54,4126309049,13,DUO_SUPPORT,BOTTOM
55,4126149009,13,DUO_SUPPORT,BOTTOM
56,4125979412,13,DUO_SUPPORT,BOTTOM
57,4092140057,13,DUO_SUPPORT,NONE
58,4092063175,13,DUO_SUPPORT,BOTTOM
59,4091928392,13,DUO_SUPPORT,BOTTOM
60,4091899200,13,DUO_SUPPORT,BOTTOM
61,4091738495,13,DUO_SUPPORT,BOTTOM
62,4091604593,13,DUO_SUPPORT,BOTTOM
63,4091392243,13,DUO_SUPPORT,BOTTOM
64,4091185977,13,DUO_SUPPORT,BOTTOM
65,4091220791,13,DUO,NONE
66,4090788216,13,DUO_SUPPORT,BOTTOM
67,4090635348,13,DUO_SUPPORT,NONE
68,4090538293,13,DUO_SUPPORT,BOTTOM
69,4090502092,13,DUO_SUPPORT,BOTTOM
70,4090442714,13,SOLO,BOTTOM
71,4090384873,13,DUO_SUPPORT,BOTTOM
72,4090337919,13,DUO_SUPPORT,BOTTOM
73,4090264133,13,DUO_SUPPORT,BOTTOM
74,4089434240,13,DUO_SUPPORT,NONE
75,4089342491,13,DUO_SUPPORT,BOTTOM
76,4089204421,13,DUO_SUPPORT,BOTTOM
77,4089110305,13,DUO_SUPPORT,MID
78,4088938862,13,DUO_SUPPORT,BOTTOM
79,4088858545,13,DUO_SUPPORT,BOTTOM
80,4088570816,13,DUO_SUPPORT,NONE
81,4088445824,13,DUO_SUPPORT,BOTTOM
82,4088404479,13,DUO_SUPPORT,BOTTOM
83,4088360690,13,DUO_SUPPORT,BOTTOM
84,4088351212,13,DUO_SUPPORT,NONE
85,4088213984,13,DUO_SUPPORT,BOTTOM
86,4088178184,13,DUO_SUPPORT,NONE
87,4088134941,13,DUO_SUPPORT,BOTTOM
88,4087542734,13,DUO_SUPPORT,MID
89,4087507909,13,DUO_SUPPORT,BOTTOM
90,4087445709,13,DUO_SUPPORT,BOTTOM
91,4087430738,13,DUO_SUPPORT,BOTTOM
92,4087356271,13,DUO_SUPPORT,NONE
93,4087274627,13,DUO_SUPPORT,NONE
94,4087205578,13,DUO_SUPPORT,BOTTOM
95,4087145764,13,SOLO,BOTTOM
96,4086014940,13,DUO_SUPPORT,BOTTOM
97,4085989044,13,DUO_SUPPORT,BOTTOM
98,4085964951,13,DUO_SUPPORT,BOTTOM
99,4085344747,13,DUO_SUPPORT,BOTTOM
0,4148544517,13,DUO_SUPPORT,TOP
1,4148520201,13,DUO_SUPPORT,MID
2,4146385256,13,NONE,JUNGLE
3,4146380690,13,NONE,JUNGLE
4,4144480148,13,NONE,JUNGLE
5,4144388536,13,DUO_SUPPORT,NONE
6,4144384709,13,NONE,JUNGLE
7,4140980307,13,NONE,JUNGLE
8,4140829004,13,DUO_SUPPORT,BOTTOM
9,4137212873,13,NONE,JUNGLE
10,4137034705,13,NONE,JUNGLE
11,4133221106,13,DUO_SUPPORT,NONE
12,4133185290,13,DUO_SUPPORT,NONE
13,4133190295,13,DUO_SUPPORT,NONE
14,4133094843,13,DUO_SUPPORT,NONE
15,4133048847,13,DUO_SUPPORT,NONE
16,4132994904,13,DUO_SUPPORT,NONE
17,4132948747,13,DUO_SUPPORT,NONE
